randomtestadventurer.c:
Testing Adventurer...
Seed: 1635127377, test failed, incorrect number of cards in hand.
Seed: 754422847, test failed, incorrect number of cards in hand.
Seed: 506534324, test failed, incorrect number of cards in hand.
Seed: 744851968, test failed, incorrect number of cards in hand.
Seed: 1959418892, test failed, incorrect number of cards in hand.
Seed: 1183475501, test failed, incorrect number of cards in hand.
Seed: 1959149098, test failed, incorrect number of cards in hand.
Seed: 224942205, test failed, incorrect number of cards in hand.
Seed: 39099234, test failed, incorrect number of cards in hand.
Seed: 990626832, test failed, incorrect number of cards in hand.
Seed: 2143599241, test failed, incorrect number of cards in hand.
Seed: 1084541831, test failed, incorrect number of cards in hand.
Seed: 778461102, test failed, incorrect number of cards in hand.
Seed: 829262718, test failed, incorrect number of cards in hand.
Seed: 1573806442, test failed, incorrect number of cards in hand.
Seed: 1114176666, test failed, incorrect number of cards in hand.
Seed: 200611953, test failed, incorrect number of cards in hand.
Seed: 1952143624, test failed, incorrect number of cards in hand.
Seed: 679352462, test failed, incorrect number of cards in hand.
Seed: 452160734, test failed, incorrect number of cards in hand.
Seed: 1476822240, test failed, incorrect number of cards in hand.
Seed: 1314640591, test failed, incorrect number of cards in hand.
Seed: 2143929260, test failed, incorrect number of cards in hand.
Seed: 2013627511, test failed, incorrect number of cards in hand.
Seed: 1927508125, test failed, incorrect number of cards in hand.
Seed: 602441169, test failed, incorrect number of cards in hand.
Seed: 1966482871, test failed, incorrect number of cards in hand.
Seed: 2133502649, test failed, incorrect number of cards in hand.
Seed: 249145010, test failed, incorrect number of cards in hand.
Seed: 1102088576, test failed, incorrect number of cards in hand.
Seed: 541882126, test failed, incorrect number of cards in hand.
Seed: 800058060, test failed, incorrect number of cards in hand.
Seed: 301564598, test failed, incorrect number of cards in hand.
Seed: 492514750, test failed, incorrect number of cards in hand.
Seed: 1314131414, test failed, incorrect number of cards in hand.
Seed: 329586692, test failed, incorrect number of cards in hand.
Seed: 904850124, test failed, incorrect number of cards in hand.
Seed: 66050528, test failed, incorrect number of cards in hand.
Seed: 1891167919, test failed, incorrect number of cards in hand.
Seed: 116426216, test failed, incorrect number of cards in hand.
Seed: 906113506, test failed, incorrect number of cards in hand.
Seed: 86984421, test failed, incorrect number of cards in hand.
Seed: 1521734340, test failed, incorrect number of cards in hand.
Seed: 846880224, test failed, incorrect number of cards in hand.
Seed: 2090770777, test failed, incorrect number of cards in hand.
Seed: 443668252, test failed, incorrect number of cards in hand.
Seed: 1269820659, test failed, incorrect number of cards in hand.
Seed: 1384467807, test failed, incorrect number of cards in hand.
Seed: 1263608650, test failed, incorrect number of cards in hand.
Seed: 1539775020, test failed, incorrect number of cards in hand.
Seed: 1274612705, test failed, incorrect number of cards in hand.
Seed: 1987132958, test failed, incorrect number of cards in hand.
Seed: 703424591, test failed, incorrect number of cards in hand.
Seed: 1903502242, test failed, incorrect number of cards in hand.
Seed: 1819703605, test failed, incorrect number of cards in hand.
Seed: 1504328879, test failed, incorrect number of cards in hand.
Seed: 1654063415, test failed, incorrect number of cards in hand.
Seed: 2065967856, test failed, incorrect number of cards in hand.
Seed: 1339730823, test failed, incorrect number of cards in hand.
Seed: 2028021173, test failed, incorrect number of cards in hand.
Seed: 878699877, test failed, incorrect number of cards in hand.
Seed: 1333013612, test failed, incorrect number of cards in hand.
Seed: 1461551822, test failed, incorrect number of cards in hand.
Seed: 2073186872, test failed, incorrect number of cards in hand.
Seed: 1421650834, test failed, incorrect number of cards in hand.
Seed: 307381563, test failed, incorrect number of cards in hand.
Seed: 1175083227, test failed, incorrect number of cards in hand.
Seed: 915687236, test failed, incorrect number of cards in hand.
Seed: 633588503, test failed, incorrect number of cards in hand.
Seed: 2018435030, test failed, incorrect number of cards in hand.
Seed: 1261805638, test failed, incorrect number of cards in hand.
Seed: 513714144, test failed, incorrect number of cards in hand.
Seed: 1978700835, test failed, incorrect number of cards in hand.
Seed: 272629083, test failed, incorrect number of cards in hand.
Seed: 1446078554, test failed, incorrect number of cards in hand.
Seed: 825130054, test failed, incorrect number of cards in hand.
Seed: 137433003, test failed, incorrect number of cards in hand.
Seed: 1475897656, test failed, incorrect number of cards in hand.
Seed: 305517901, test failed, incorrect number of cards in hand.
Seed: 228314253, test failed, incorrect number of cards in hand.
Seed: 262132511, test failed, incorrect number of cards in hand.
Seed: 245781549, test failed, incorrect number of cards in hand.
Seed: 828082653, test failed, incorrect number of cards in hand.
Seed: 1164396807, test failed, incorrect number of cards in hand.
Seed: 228475651, test failed, incorrect number of cards in hand.
Seed: 1820733774, test failed, incorrect number of cards in hand.
Seed: 1148565749, test failed, incorrect number of cards in hand.
Seed: 505328348, test failed, incorrect number of cards in hand.
Seed: 271995272, test failed, incorrect number of cards in hand.
Seed: 464541069, test failed, incorrect number of cards in hand.
Seed: 311044026, test failed, incorrect number of cards in hand.
Seed: 656815446, test failed, incorrect number of cards in hand.
Seed: 771410903, test failed, incorrect number of cards in hand.
Seed: 39453577, test failed, incorrect number of cards in hand.
Seed: 509650269, test failed, incorrect number of cards in hand.
Seed: 1688768669, test failed, incorrect number of cards in hand.
Seed: 1517624446, test failed, incorrect number of cards in hand.
Seed: 1947077352, test failed, incorrect number of cards in hand.
Seed: 283906083, test failed, incorrect number of cards in hand.
Seed: 1075866441, test failed, incorrect number of cards in hand.
Seed: 1339131999, test failed, incorrect number of cards in hand.
Seed: 648168604, test failed, incorrect number of cards in hand.
Seed: 1230537951, test failed, incorrect number of cards in hand.
Seed: 557076324, test failed, incorrect number of cards in hand.
Seed: 1484835437, test failed, incorrect number of cards in hand.
Seed: 903279828, test failed, incorrect number of cards in hand.
Seed: 1604406295, test failed, incorrect number of cards in hand.
Seed: 1184301081, test failed, incorrect number of cards in hand.
Seed: 568428349, test failed, incorrect number of cards in hand.
Seed: 779942449, test failed, incorrect number of cards in hand.
Seed: 1436007238, test failed, incorrect number of cards in hand.
Seed: 1473145594, test failed, incorrect number of cards in hand.
Seed: 1112468875, test failed, incorrect number of cards in hand.
Seed: 76632188, test failed, incorrect number of cards in hand.
Seed: 340979309, test failed, incorrect number of cards in hand.
Seed: 720450915, test failed, incorrect number of cards in hand.
Seed: 1973454093, test failed, incorrect number of cards in hand.
Seed: 1688953989, test failed, incorrect number of cards in hand.
Seed: 1535050439, test failed, incorrect number of cards in hand.
Seed: 1615328733, test failed, incorrect number of cards in hand.
Seed: 1051252526, test failed, incorrect number of cards in hand.
Seed: 843333974, test failed, incorrect number of cards in hand.
Seed: 385335779, test failed, incorrect number of cards in hand.
Seed: 610389952, test failed, incorrect number of cards in hand.
Seed: 889316973, test failed, incorrect number of cards in hand.
Seed: 1896466027, test failed, incorrect number of cards in hand.
Seed: 711320389, test failed, incorrect number of cards in hand.
Seed: 1430627793, test failed, incorrect number of cards in hand.
Seed: 600341435, test failed, incorrect number of cards in hand.
Seed: 484756441, test failed, incorrect number of cards in hand.
Seed: 903877589, test failed, incorrect number of cards in hand.
Seed: 544204570, test failed, incorrect number of cards in hand.
Seed: 2095581074, test failed, incorrect number of cards in hand.
Seed: 1093953565, test failed, incorrect number of cards in hand.
Seed: 126996789, test failed, incorrect number of cards in hand.
Seed: 264817064, test failed, incorrect number of cards in hand.
Seed: 1780438815, test failed, incorrect number of cards in hand.
Seed: 2104237853, test failed, incorrect number of cards in hand.
Seed: 1922379428, test failed, incorrect number of cards in hand.
Seed: 529848341, test failed, incorrect number of cards in hand.
Seed: 2039452469, test failed, incorrect number of cards in hand.
Seed: 2080346236, test failed, incorrect number of cards in hand.
Seed: 565145170, test failed, incorrect number of cards in hand.
Seed: 1257277745, test failed, incorrect number of cards in hand.
Seed: 1250020131, test failed, incorrect number of cards in hand.
Seed: 154024802, test failed, incorrect number of cards in hand.
Seed: 1550980588, test failed, incorrect number of cards in hand.
Seed: 769425198, test failed, incorrect number of cards in hand.
Seed: 1492978735, test failed, incorrect number of cards in hand.
Seed: 1443557837, test failed, incorrect number of cards in hand.
Seed: 2115228818, test failed, incorrect number of cards in hand.
Seed: 1062879091, test failed, incorrect number of cards in hand.
Seed: 1336074869, test failed, incorrect number of cards in hand.
Seed: 522453546, test failed, incorrect number of cards in hand.
Seed: 1193685276, test failed, incorrect number of cards in hand.
Seed: 794876437, test failed, incorrect number of cards in hand.
Seed: 21130906, test failed, incorrect number of cards in hand.
Seed: 1023293191, test failed, incorrect number of cards in hand.
Seed: 1618419908, test failed, incorrect number of cards in hand.
Seed: 1293722174, test failed, incorrect number of cards in hand.
Seed: 333282340, test failed, incorrect number of cards in hand.
Seed: 414160337, test failed, incorrect number of cards in hand.
Seed: 261353989, test failed, incorrect number of cards in hand.
Seed: 1486919054, test failed, incorrect number of cards in hand.
Seed: 383428507, test failed, incorrect number of cards in hand.
Seed: 286364399, test failed, incorrect number of cards in hand.
Seed: 523292895, test failed, incorrect number of cards in hand.
Seed: 1854753005, test failed, incorrect number of cards in hand.
Seed: 2064027704, test failed, incorrect number of cards in hand.
Seed: 1156560575, test failed, incorrect number of cards in hand.
Seed: 142515286, test failed, incorrect number of cards in hand.
Seed: 1199566650, test failed, incorrect number of cards in hand.
Seed: 194736776, test failed, incorrect number of cards in hand.
Seed: 1151991342, test failed, incorrect number of cards in hand.
Seed: 1031272312, test failed, incorrect number of cards in hand.
Seed: 1993728415, test failed, incorrect number of cards in hand.
Seed: 1359076917, test failed, incorrect number of cards in hand.
Seed: 1563252728, test failed, incorrect number of cards in hand.
Seed: 486274742, test failed, incorrect number of cards in hand.
Seed: 1539647717, test failed, incorrect number of cards in hand.
Seed: 811951617, test failed, incorrect number of cards in hand.
Seed: 1710035986, test failed, incorrect number of cards in hand.
Seed: 963899029, test failed, incorrect number of cards in hand.
Seed: 50399208, test failed, incorrect number of cards in hand.
Seed: 1029775691, test failed, incorrect number of cards in hand.
Seed: 1656483559, test failed, incorrect number of cards in hand.
Seed: 759182687, test failed, incorrect number of cards in hand.
Seed: 2087549383, test failed, incorrect number of cards in hand.
Seed: 1526718246, test failed, incorrect number of cards in hand.
Seed: 373463250, test failed, incorrect number of cards in hand.
Seed: 857537217, test failed, incorrect number of cards in hand.
Seed: 1847469570, test failed, incorrect number of cards in hand.
Seed: 1776772124, test failed, incorrect number of cards in hand.
Seed: 283684705, test failed, incorrect number of cards in hand.
Seed: 1717340448, test failed, incorrect number of cards in hand.
Seed: 2013551231, test failed, incorrect number of cards in hand.
Seed: 482204001, test failed, incorrect number of cards in hand.
Seed: 1920978396, test failed, incorrect number of cards in hand.
Seed: 813649608, test failed, incorrect number of cards in hand.
Seed: 550333445, test failed, incorrect number of cards in hand.
Seed: 1434029446, test failed, incorrect number of cards in hand.
Seed: 1403912433, test failed, incorrect number of cards in hand.
Seed: 718323176, test failed, incorrect number of cards in hand.
Seed: 1952488500, test failed, incorrect number of cards in hand.
Seed: 235199459, test failed, incorrect number of cards in hand.
Seed: 256824116, test failed, incorrect number of cards in hand.
Seed: 764368230, test failed, incorrect number of cards in hand.
Seed: 809799503, test failed, incorrect number of cards in hand.
Seed: 1133170582, test failed, incorrect number of cards in hand.
Seed: 927762459, test failed, incorrect number of cards in hand.
Seed: 56218600, test failed, incorrect number of cards in hand.
Seed: 1999036018, test failed, incorrect number of cards in hand.
Seed: 366932530, test failed, incorrect number of cards in hand.
Seed: 632787709, test failed, incorrect number of cards in hand.
Seed: 2017293181, test failed, incorrect number of cards in hand.
Seed: 818342203, test failed, incorrect number of cards in hand.
Seed: 1561486518, test failed, incorrect number of cards in hand.
Seed: 1160135101, test failed, incorrect number of cards in hand.
Seed: 1486876086, test failed, incorrect number of cards in hand.
Seed: 360819059, test failed, incorrect number of cards in hand.
Seed: 339109276, test failed, incorrect number of cards in hand.
Seed: 449504960, test failed, incorrect number of cards in hand.
Seed: 1947412976, test failed, incorrect number of cards in hand.
Seed: 1181245541, test failed, incorrect number of cards in hand.
Seed: 1482751659, test failed, incorrect number of cards in hand.
Seed: 1695582955, test failed, incorrect number of cards in hand.
Seed: 451872036, test failed, incorrect number of cards in hand.
Seed: 64360310, test failed, incorrect number of cards in hand.
Seed: 9375739, test failed, incorrect number of cards in hand.
Seed: 1688716013, test failed, incorrect number of cards in hand.
Seed: 634555699, test failed, incorrect number of cards in hand.
Seed: 1161008113, test failed, incorrect number of cards in hand.
Seed: 1412306302, test failed, incorrect number of cards in hand.
Seed: 17772336, test failed, incorrect number of cards in hand.
Seed: 1803118601, test failed, incorrect number of cards in hand.
Seed: 771946448, test failed, incorrect number of cards in hand.
Seed: 131759809, test failed, incorrect number of cards in hand.
Seed: 1164903667, test failed, incorrect number of cards in hand.
Seed: 511010804, test failed, incorrect number of cards in hand.
Seed: 672405158, test failed, incorrect number of cards in hand.
Seed: 673730925, test failed, incorrect number of cards in hand.
Seed: 1412878790, test failed, incorrect number of cards in hand.
Seed: 1186366146, test failed, incorrect number of cards in hand.
Seed: 973985455, test failed, incorrect number of cards in hand.
Seed: 786264956, test failed, incorrect number of cards in hand.
Seed: 1493930505, test failed, incorrect number of cards in hand.
Seed: 1651372345, test failed, incorrect number of cards in hand.
Seed: 1316908713, test failed, incorrect number of cards in hand.
Seed: 351880857, test failed, incorrect number of cards in hand.
Seed: 32527563, test failed, incorrect number of cards in hand.
Seed: 1859529921, test failed, incorrect number of cards in hand.
Seed: 1437542222, test failed, incorrect number of cards in hand.
Seed: 1029022450, test passed.
Seed: 1182671111, test failed, incorrect number of cards in hand.
Seed: 399035481, test failed, incorrect number of cards in hand.
Seed: 1004887761, test failed, incorrect number of cards in hand.
Seed: 1384615541, test failed, incorrect number of cards in hand.
Seed: 140443772, test failed, incorrect number of cards in hand.
Seed: 69024261, test failed, incorrect number of cards in hand.
Seed: 1971670038, test failed, incorrect number of cards in hand.
Seed: 388874109, test failed, incorrect number of cards in hand.
Seed: 1091126822, test failed, incorrect number of cards in hand.
Seed: 553105976, test failed, incorrect number of cards in hand.
Seed: 1249370719, test failed, incorrect number of cards in hand.
Seed: 641559044, test failed, incorrect number of cards in hand.
Seed: 1234785609, test failed, incorrect number of cards in hand.
Seed: 95076626, test failed, incorrect number of cards in hand.
Seed: 1309813780, test failed, incorrect number of cards in hand.
Seed: 1109748318, test failed, incorrect number of cards in hand.
Seed: 993446042, test failed, incorrect number of cards in hand.
Seed: 1907683817, test failed, incorrect number of cards in hand.
Seed: 1968086423, test failed, incorrect number of cards in hand.
Seed: 775663920, test failed, incorrect number of cards in hand.
Seed: 1035429972, test failed, incorrect number of cards in hand.
Seed: 1089928626, test failed, incorrect number of cards in hand.
Seed: 1688044956, test failed, incorrect number of cards in hand.
Seed: 1577470863, test failed, incorrect number of cards in hand.
Seed: 1555673443, test failed, incorrect number of cards in hand.
Seed: 1280373982, test failed, incorrect number of cards in hand.
Seed: 897618927, test failed, incorrect number of cards in hand.
Seed: 286903974, test failed, incorrect number of cards in hand.
Seed: 1225103288, test failed, incorrect number of cards in hand.
Seed: 907040686, test failed, incorrect number of cards in hand.
Seed: 1799006260, test failed, incorrect number of cards in hand.
Seed: 2001291837, test failed, incorrect number of cards in hand.
Seed: 610971243, test failed, incorrect number of cards in hand.
Seed: 1818900963, test failed, incorrect number of cards in hand.
Seed: 1876339743, test failed, incorrect number of cards in hand.
Seed: 2029236150, test failed, incorrect number of cards in hand.
Seed: 1961547699, test failed, incorrect number of cards in hand.
Seed: 1544218285, test failed, incorrect number of cards in hand.
Seed: 1007005672, test failed, incorrect number of cards in hand.
Seed: 75603812, test failed, incorrect number of cards in hand.
Seed: 2044555188, test failed, incorrect number of cards in hand.
Seed: 1086014121, test failed, incorrect number of cards in hand.
Seed: 501296000, test failed, incorrect number of cards in hand.
Seed: 1996164408, test failed, incorrect number of cards in hand.
Seed: 733975609, test failed, incorrect number of cards in hand.
Seed: 864817142, test failed, incorrect number of cards in hand.
Seed: 1213815895, test failed, incorrect number of cards in hand.
Seed: 2111447696, test failed, incorrect number of cards in hand.
Seed: 2066026713, test failed, incorrect number of cards in hand.
Seed: 1983147995, test failed, incorrect number of cards in hand.
Seed: 3321514, test failed, incorrect number of cards in hand.
Seed: 2093982794, test failed, incorrect number of cards in hand.
Seed: 383365432, test failed, incorrect number of cards in hand.
Seed: 169112994, test failed, incorrect number of cards in hand.
Seed: 2002365427, test failed, incorrect number of cards in hand.
Seed: 237443881, test failed, incorrect number of cards in hand.
Seed: 1973362327, test failed, incorrect number of cards in hand.
Seed: 1153805996, test failed, incorrect number of cards in hand.
Seed: 112284730, test failed, incorrect number of cards in hand.
Seed: 961768126, test failed, incorrect number of cards in hand.
Seed: 149343657, test failed, incorrect number of cards in hand.
Seed: 1227882260, test failed, incorrect number of cards in hand.
Seed: 676422180, test failed, incorrect number of cards in hand.
Seed: 129982454, test failed, incorrect number of cards in hand.
Seed: 1407049137, test failed, incorrect number of cards in hand.
Seed: 584199195, test failed, incorrect number of cards in hand.
Seed: 1503906640, test failed, incorrect number of cards in hand.
Seed: 813053493, test failed, incorrect number of cards in hand.
Seed: 882241227, test failed, incorrect number of cards in hand.
Seed: 717218355, test failed, incorrect number of cards in hand.
Seed: 2119343247, test failed, incorrect number of cards in hand.
Seed: 1783931050, test failed, incorrect number of cards in hand.
Seed: 1674828382, test failed, incorrect number of cards in hand.
Seed: 1146185265, test failed, incorrect number of cards in hand.
Seed: 1033234636, test failed, incorrect number of cards in hand.
Seed: 148794907, test failed, incorrect number of cards in hand.
Seed: 1526125974, test failed, incorrect number of cards in hand.
Seed: 60572290, test failed, incorrect number of cards in hand.
Seed: 2138535919, test failed, incorrect number of cards in hand.
Seed: 134188657, test failed, incorrect number of cards in hand.
Seed: 480635342, test failed, incorrect number of cards in hand.
Seed: 1018552817, test failed, incorrect number of cards in hand.
Seed: 1098281879, test failed, incorrect number of cards in hand.
Seed: 610229054, test failed, incorrect number of cards in hand.
Seed: 733343508, test failed, incorrect number of cards in hand.
Seed: 2526062, test failed, incorrect number of cards in hand.
Seed: 1574853032, test failed, incorrect number of cards in hand.
Seed: 423125898, test failed, incorrect number of cards in hand.
Seed: 1460034869, test failed, incorrect number of cards in hand.
Seed: 1093296611, test failed, incorrect number of cards in hand.
Seed: 1175933156, test failed, incorrect number of cards in hand.
Seed: 1279485391, test failed, incorrect number of cards in hand.
Seed: 1279876992, test failed, incorrect number of cards in hand.
Seed: 1870890524, test failed, incorrect number of cards in hand.
Seed: 1920439650, test failed, incorrect number of cards in hand.
Seed: 1169338218, test failed, incorrect number of cards in hand.
Seed: 1189382498, test failed, incorrect number of cards in hand.
Seed: 1422449058, test failed, incorrect number of cards in hand.
Seed: 886978888, test failed, incorrect number of cards in hand.
Seed: 1343551738, test failed, incorrect number of cards in hand.
Seed: 61118024, test failed, incorrect number of cards in hand.
Seed: 2138217029, test failed, incorrect number of cards in hand.
Seed: 1946988916, test failed, incorrect number of cards in hand.
Seed: 828917670, test failed, incorrect number of cards in hand.
Seed: 712081734, test failed, incorrect number of cards in hand.
Seed: 686087656, test failed, incorrect number of cards in hand.
Seed: 1968904083, test failed, incorrect number of cards in hand.
Seed: 321763381, test failed, incorrect number of cards in hand.
Seed: 1931024575, test failed, incorrect number of cards in hand.
Seed: 1463426101, test failed, incorrect number of cards in hand.
Seed: 627219800, test failed, incorrect number of cards in hand.
Seed: 1950838366, test failed, incorrect number of cards in hand.
Seed: 537415035, test failed, incorrect number of cards in hand.
Seed: 782225634, test failed, incorrect number of cards in hand.
Seed: 850873197, test failed, incorrect number of cards in hand.
Seed: 1500418725, test failed, incorrect number of cards in hand.
Seed: 2100004111, test failed, incorrect number of cards in hand.
Seed: 570441615, test failed, incorrect number of cards in hand.
Seed: 525844839, test failed, incorrect number of cards in hand.
Seed: 1136024150, test failed, incorrect number of cards in hand.
Seed: 2019213888, test failed, incorrect number of cards in hand.
Seed: 755118137, test failed, incorrect number of cards in hand.
Seed: 205661136, test failed, incorrect number of cards in hand.
Seed: 801574987, test failed, incorrect number of cards in hand.
Seed: 1764526175, test failed, incorrect number of cards in hand.
Seed: 614614196, test failed, incorrect number of cards in hand.
Seed: 20741509, test failed, incorrect number of cards in hand.
Seed: 539573355, test failed, incorrect number of cards in hand.
Seed: 557748364, test failed, incorrect number of cards in hand.
Seed: 42325, test failed, incorrect number of cards in hand.
Seed: 1272954618, test failed, incorrect number of cards in hand.
Seed: 158323178, test failed, incorrect number of cards in hand.
Seed: 92966818, test failed, incorrect number of cards in hand.
Seed: 9663319, test failed, incorrect number of cards in hand.
Seed: 1933894545, test failed, incorrect number of cards in hand.
Seed: 1099119324, test failed, incorrect number of cards in hand.
Seed: 1279882315, test failed, incorrect number of cards in hand.
Seed: 590675030, test failed, incorrect number of cards in hand.
Seed: 918096851, test failed, incorrect number of cards in hand.
Seed: 1518528257, test failed, incorrect number of cards in hand.
Seed: 648739597, test failed, incorrect number of cards in hand.
Seed: 2031941013, test failed, incorrect number of cards in hand.
Seed: 1562749015, test failed, incorrect number of cards in hand.
Seed: 1444600502, test failed, incorrect number of cards in hand.
Seed: 1566412599, test failed, incorrect number of cards in hand.
Seed: 508288673, test failed, incorrect number of cards in hand.
Seed: 1873108105, test failed, incorrect number of cards in hand.
Seed: 254736689, test failed, incorrect number of cards in hand.
Seed: 1649985472, test failed, incorrect number of cards in hand.
Seed: 1067361307, test failed, incorrect number of cards in hand.
Seed: 1979756596, test failed, incorrect number of cards in hand.
Seed: 132382268, test failed, incorrect number of cards in hand.
Seed: 710302741, test failed, incorrect number of cards in hand.
Seed: 135206896, test failed, incorrect number of cards in hand.
Seed: 557506925, test failed, incorrect number of cards in hand.
Seed: 165507936, test failed, incorrect number of cards in hand.
Seed: 1868064949, test failed, incorrect number of cards in hand.
Seed: 192495125, test failed, incorrect number of cards in hand.
Seed: 854448812, test failed, incorrect number of cards in hand.
Seed: 886965381, test failed, incorrect number of cards in hand.
Seed: 1377820796, test failed, incorrect number of cards in hand.
Seed: 1914070224, test failed, incorrect number of cards in hand.
Seed: 674127379, test failed, incorrect number of cards in hand.
Seed: 586613505, test failed, incorrect number of cards in hand.
Seed: 1413913171, test failed, incorrect number of cards in hand.
Seed: 317519630, test failed, incorrect number of cards in hand.
Seed: 934766602, test failed, incorrect number of cards in hand.
Seed: 538529750, test failed, incorrect number of cards in hand.
Seed: 677576031, test failed, incorrect number of cards in hand.
Seed: 1615512385, test failed, incorrect number of cards in hand.
Seed: 1429889256, test failed, incorrect number of cards in hand.
Seed: 477186373, test failed, incorrect number of cards in hand.
Seed: 704066610, test failed, incorrect number of cards in hand.
Seed: 417881932, test failed, incorrect number of cards in hand.
Seed: 1872352352, test failed, incorrect number of cards in hand.
Seed: 201570142, test failed, incorrect number of cards in hand.
Seed: 272950054, test failed, incorrect number of cards in hand.
Seed: 1093209015, test failed, incorrect number of cards in hand.
Seed: 831041690, test failed, incorrect number of cards in hand.
Seed: 1659998043, test failed, incorrect number of cards in hand.
Seed: 1338321933, test failed, incorrect number of cards in hand.
Seed: 1285330672, test failed, incorrect number of cards in hand.
Seed: 762675398, test failed, incorrect number of cards in hand.
Seed: 1333716010, test failed, incorrect number of cards in hand.
Seed: 355841439, test failed, incorrect number of cards in hand.
Seed: 1696558546, test failed, incorrect number of cards in hand.
Seed: 263631296, test failed, incorrect number of cards in hand.
Seed: 1068662495, test failed, incorrect number of cards in hand.
Seed: 289924052, test failed, incorrect number of cards in hand.
Seed: 1250571443, test failed, incorrect number of cards in hand.
Seed: 863455619, test failed, incorrect number of cards in hand.
Seed: 85435694, test failed, incorrect number of cards in hand.
Seed: 1363105208, test failed, incorrect number of cards in hand.
Seed: 2138142580, test failed, incorrect number of cards in hand.
Seed: 1099814010, test failed, incorrect number of cards in hand.
Seed: 1031167790, test failed, incorrect number of cards in hand.
Seed: 471574541, test failed, incorrect number of cards in hand.
Seed: 641791744, test failed, incorrect number of cards in hand.
Seed: 1299058942, test failed, incorrect number of cards in hand.
Seed: 852502684, test failed, incorrect number of cards in hand.
Seed: 904925865, test failed, incorrect number of cards in hand.
Seed: 303873930, test failed, incorrect number of cards in hand.
Seed: 1817520984, test failed, incorrect number of cards in hand.
Seed: 1757453839, test failed, incorrect number of cards in hand.
Seed: 1270775790, test failed, incorrect number of cards in hand.
Seed: 2100561707, test failed, incorrect number of cards in hand.
Seed: 966863057, test failed, incorrect number of cards in hand.
Seed: 1516929013, test failed, incorrect number of cards in hand.
Seed: 501764726, test failed, incorrect number of cards in hand.
Seed: 1201075511, test passed.
Seed: 934630076, test failed, incorrect number of cards in hand.
Seed: 38350543, test failed, incorrect number of cards in hand.
Seed: 401435166, test failed, incorrect number of cards in hand.
Seed: 2125736485, test failed, incorrect number of cards in hand.
Seed: 1957259769, test failed, incorrect number of cards in hand.
Seed: 2031111631, test failed, incorrect number of cards in hand.
Seed: 268647844, test failed, incorrect number of cards in hand.
Seed: 1998934487, test failed, incorrect number of cards in hand.
Seed: 469559047, test failed, incorrect number of cards in hand.
Seed: 2065513340, test failed, incorrect number of cards in hand.
Seed: 665691134, test failed, incorrect number of cards in hand.
Seed: 1434712604, test failed, incorrect number of cards in hand.
Seed: 1577044407, test failed, incorrect number of cards in hand.
Seed: 1936141447, test failed, incorrect number of cards in hand.
Seed: 1415396144, test failed, incorrect number of cards in hand.
Seed: 1096009563, test failed, incorrect number of cards in hand.
Seed: 1006469816, test failed, incorrect number of cards in hand.
Seed: 624686873, test failed, incorrect number of cards in hand.
Seed: 425588291, test failed, incorrect number of cards in hand.
Seed: 79102849, test failed, incorrect number of cards in hand.
Seed: 1461103492, test failed, incorrect number of cards in hand.
Seed: 1204006660, test failed, incorrect number of cards in hand.
Seed: 1494727182, test failed, incorrect number of cards in hand.
Seed: 1144606392, test failed, incorrect number of cards in hand.
Seed: 88689795, test failed, incorrect number of cards in hand.
Seed: 1568243996, test failed, incorrect number of cards in hand.
Seed: 1153912511, test failed, incorrect number of cards in hand.
Seed: 1551166113, test failed, incorrect number of cards in hand.
Seed: 1794360517, test failed, incorrect number of cards in hand.
Seed: 1003308430, test failed, incorrect number of cards in hand.
Seed: 63808756, test failed, incorrect number of cards in hand.
Seed: 2043309098, test failed, incorrect number of cards in hand.
Seed: 1456815825, test failed, incorrect number of cards in hand.
Seed: 762000667, test failed, incorrect number of cards in hand.
Seed: 1224462150, test failed, incorrect number of cards in hand.
Seed: 1781516755, test failed, incorrect number of cards in hand.
Seed: 594650881, test failed, incorrect number of cards in hand.
Seed: 1971718065, test failed, incorrect number of cards in hand.
Seed: 314604753, test failed, incorrect number of cards in hand.
Seed: 537242070, test failed, incorrect number of cards in hand.
Seed: 830742824, test failed, incorrect number of cards in hand.
Seed: 1534132240, test failed, incorrect number of cards in hand.
Seed: 231475929, test failed, incorrect number of cards in hand.
Seed: 1775025706, test failed, incorrect number of cards in hand.
Seed: 361982442, test failed, incorrect number of cards in hand.
Seed: 361564759, test failed, incorrect number of cards in hand.
Seed: 1338957747, test failed, incorrect number of cards in hand.
Seed: 571543267, test failed, incorrect number of cards in hand.
Seed: 2031190786, test failed, incorrect number of cards in hand.
Seed: 1791388189, test failed, incorrect number of cards in hand.
Seed: 1121125051, test failed, incorrect number of cards in hand.
Seed: 151377116, test failed, incorrect number of cards in hand.
Seed: 277983913, test failed, incorrect number of cards in hand.
Seed: 1591663071, test failed, incorrect number of cards in hand.
Seed: 2021235410, test failed, incorrect number of cards in hand.
Seed: 591700934, test failed, incorrect number of cards in hand.
Seed: 2023311785, test failed, incorrect number of cards in hand.
Seed: 1289627296, test failed, incorrect number of cards in hand.
Seed: 1597424637, test failed, incorrect number of cards in hand.
Seed: 1077103652, test failed, incorrect number of cards in hand.
Seed: 1767542097, test failed, incorrect number of cards in hand.
Seed: 1609768153, test failed, incorrect number of cards in hand.
Seed: 221813167, test failed, incorrect number of cards in hand.
Seed: 936477563, test failed, incorrect number of cards in hand.
